REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ADJUSTMENT,POLLUTANT,METHODOLOGY,SOURCE,VESSEL,VESSEL_EMISSIONS_SOURCE,TIME_PERIOD,CO2_Emissions,Group
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Cruise,Domestic voyages,2019-07,1220641,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Cruise,Domestic voyages,2019-06,1165914,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Cruise,Domestic voyages,2019-05,1111753,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Cruise,Domestic voyages,2019-04,941258,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Cruise,Domestic voyages,2019-03,1000529,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Cruise,Domestic voyages,2019-02,888897,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Cruise,Domestic voyages,2019-01,957010,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2024-12,3762838,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2024-11,2303629,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2024-10,2419300,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2024-09,2393915,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2024-08,2436353,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2024-07,2444650,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2024-06,2496820,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2024-05,2481133,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2024-04,2396059,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2024-03,2385774,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2024-02,2289371,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2024-01,3669792,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2023-12,2508885,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2023-11,2132013,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2023-10,2382685,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2023-09,2532665,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2023-08,2432160,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2023-07,2456004,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2023-06,2422868,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2023-05,2480381,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2023-04,2442729,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2023-03,2465475,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2023-02,2148170,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2023-01,3409705,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2022-12,2598927,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2022-11,2533617,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2022-10,3074720,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2022-09,3003765,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2022-08,3262799,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2022-07,3188840,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2022-06,3094389,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2022-05,3251467,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2022-04,3074868,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2022-03,3233887,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2022-02,2779701,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2022-01,3792789,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Bulk carrier,Domestic voyages,2021-12,3131642,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2022-01,4440461,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2021-12,3700452,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2021-11,3066966,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2021-10,3088668,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2021-09,2994710,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2021-08,3146803,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2021-07,3084621,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2021-06,3041608,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2021-05,3257764,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2021-04,3086773,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2021-03,3233698,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2021-02,2876529,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2021-01,3898045,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2020-12,3694175,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2020-11,3607664,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2020-10,3806435,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2020-09,3699422,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2020-08,3917182,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2020-07,3879091,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2020-06,3658798,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2020-05,3845008,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2020-04,3812461,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2020-03,4054861,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2020-02,3876539,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2020-01,4957234,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2019-12,4707267,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2019-11,4471249,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2019-10,4706669,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2019-09,4515815,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2019-08,4525197,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2019-07,4554436,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2019-06,4416768,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2019-05,4549957,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2019-04,4456106,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2019-03,4626866,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2019-02,4202466,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Oil tanker,Domestic voyages,2019-01,5480079,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2024-12,33098,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2024-11,31974,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2024-10,33529,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2024-09,35048,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2024-08,36512,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2024-07,39276,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2024-06,42002,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2024-05,45151,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2024-04,40863,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2024-03,43866,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2024-02,42295,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2024-01,42948,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2023-12,39497,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2023-11,39748,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2023-10,39889,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2023-09,36556,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2023-08,37906,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2023-07,36961,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2023-06,37053,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2023-05,35332,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2023-04,34504,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2023-03,38003,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2023-02,33519,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2023-01,38322,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2022-12,36601,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2022-11,37145,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2022-10,37222,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2022-09,38989,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2022-08,34143,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2022-07,32059,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2022-06,41190,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2022-05,38707,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2022-04,37492,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2022-03,36825,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2022-02,34083,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2022-01,36031,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2021-12,29764,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2021-11,28046,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2021-10,31684,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2021-09,31508,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2021-08,31828,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2021-07,32853,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2021-06,32409,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2021-05,33385,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2021-04,30660,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2021-03,33091,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2021-02,29615,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2021-01,35539,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2020-12,33930,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2020-11,32198,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2020-10,35144,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2020-09,32446,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2020-08,36200,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2020-07,35652,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2020-06,33540,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2020-05,37745,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2020-04,34928,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2020-03,35585,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2020-02,32621,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2020-01,36926,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2019-12,35282,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2019-11,29151,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2019-10,33758,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2019-09,33246,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2019-08,32845,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2019-07,32780,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2019-06,31199,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2019-05,32360,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2019-04,34028,World Total
World,Monthly,Emissions,Tonnes,Neither seasonally adjusted nor calendar adjusted,Carbon dioxide,Port of departure,Estimated by OECD,Other liquids tanker,Domestic voyages,2019-03,34382,World Total
